dwc:catalogNumber,dwc:ownerInstitutionCode,dwc:collectionCode,dwc:otherCatalogNumbers,dwc:individualCount,dcw:verbatimLabel,dwc:preparations,ABCD:KindOfUnit,dwc:sex,dwc:lifeStage,dwc:scientificName,dwc:taxonRank,dwc:typeStatus,dwc:vernacularName,dwc:previousIdentifications,dwc:eventDate_from,dwc:eventDate_to,dwc:recordedBy_collector,dwc:continent,dwc:countryCode,dwc:country,dwc:locality,dwc:decimalLongitude,dwc:decimalLatitude,dwc:coordinateUncertaintyInMeters,Spectrum:acquisitionMethod,Spectrum:acquisitionSource,Spectrum:acquisitionDate,dwc_ExtensionSimpleMultimedia:identifier,dwc_ExtensionSimpleMultimedia:rightsHolder,dwc_ExtensionSimpleMultimedia:license
MUD001223,KU Leuven,Museum of Zoology,128,1,"128<br/>Wulp<br/>numenius arquata<br/>ad ♀<br/>rechte houding<br/>april<br/>Oud-Turnhout<br/>Wulp<br/>wijfje<br/>M Pas","mounted: mounted skin",complete specimen,female,adult,"Numenius arquata (Linnaeus, 1758)",species,not applicable,Eurasian Curlew,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Oud-Turnhout",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313101/stream"" target=""_url_details"">https://resolver.libis.be/FL17313101/stream</a>; <a href=""https://resolver.libis.be/FL17313102/stream"" target=""_url_details"">https://resolver.libis.be/FL17313102/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001224,KU Leuven,Museum of Zoology,577,1,"577<br/>Bergeend<br/>tadorna tadorna<br/>ad ♂<br/>februari","mounted: mounted skin",complete specimen,male,adult,"Tadorna tadorna (Linnaeus, 1758)",species,not applicable,Common Shelduck,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313113/stream"" target=""_url_details"">https://resolver.libis.be/FL17313113/stream</a>; <a href=""https://resolver.libis.be/FL17313114/stream"" target=""_url_details"">https://resolver.libis.be/FL17313114/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001225,KU Leuven,Museum of Zoology,1265,1,"1265<br/>Lepelaar<br/>platalea leucorodia<br/>juv<br/>Minderhout","mounted: mounted skin",complete specimen,,juvenile,"Platalea leucorodia Linnaeus, 1758",species,not applicable,Eurasian Spoonbill,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Hoogstraten, Minderhout",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313125/stream"" target=""_url_details"">https://resolver.libis.be/FL17313125/stream</a>; <a href=""https://resolver.libis.be/FL17313126/stream"" target=""_url_details"">https://resolver.libis.be/FL17313126/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001226,KU Leuven,Museum of Zoology,708,1,"708<br/>Kleine Zilverreiger<br/>egretta garzetta<br/>ad<br/>zomerkleed<br/>Seidenreiher<br/>Egretta garzetta<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,,adult,"Egretta garzetta (Linnaeus, 1766)",species,not applicable,Little Egret,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313137/stream"" target=""_url_details"">https://resolver.libis.be/FL17313137/stream</a>; <a href=""https://resolver.libis.be/FL17313138/stream"" target=""_url_details"">https://resolver.libis.be/FL17313138/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001227,KU Leuven,Museum of Zoology,226,1,"226<br/>Grauwe Klauwier<br/>lanius collurio<br/>ad ♂<br/>Rijkevorsel<br/>Grauwe Klauwrier<br/>mannetje","mounted: mounted skin",complete specimen,male,adult,"Lanius collurio Linnaeus, 1758",species,not applicable,"Red-backed Shrike",,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313149/stream"" target=""_url_details"">https://resolver.libis.be/FL17313149/stream</a>; <a href=""https://resolver.libis.be/FL17313150/stream"" target=""_url_details"">https://resolver.libis.be/FL17313150/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001228,KU Leuven,Museum of Zoology,593,1,"593<br/>Boerenzwaluw<br/>hirundo rustica<br/>ad ♀<br/>mei<br/>♀","mounted: mounted skin",complete specimen,female,adult,"Hirundo rustica Linnaeus, 1758",species,not applicable,Barn Swallow,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313161/stream"" target=""_url_details"">https://resolver.libis.be/FL17313161/stream</a>; <a href=""https://resolver.libis.be/FL17313162/stream"" target=""_url_details"">https://resolver.libis.be/FL17313162/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001229,KU Leuven,Museum of Zoology,372,1,"372<br/>Klapekster<br/>lanius excubitor<br/>Klapekster","mounted: mounted skin",complete specimen,,undetermined,"Lanius excubitor Linnaeus, 1758",species,not applicable,Great Grey Shrike,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313173/stream"" target=""_url_details"">https://resolver.libis.be/FL17313173/stream</a>; <a href=""https://resolver.libis.be/FL17313174/stream"" target=""_url_details"">https://resolver.libis.be/FL17313174/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001230,KU Leuven,Museum of Zoology,192,1,"192<br/>Bijeneter<br/>merops apiaster<br/>Duitsland.<br/>Bijeneter<br/>♀ ??!<br/>Duitsland","mounted: mounted skin",complete specimen,,undetermined,"Merops apiaster Linnaeus, 1758",species,not applicable,"European Bee-eater",,,,,Europe,DE,Germany,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313185/stream"" target=""_url_details"">https://resolver.libis.be/FL17313185/stream</a>; <a href=""https://resolver.libis.be/FL17313186/stream"" target=""_url_details"">https://resolver.libis.be/FL17313186/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001231,KU Leuven,Museum of Zoology,1256,1,"1256<br/>Scharrelaar<br/>coracias garrulus<br/>ad","mounted: mounted skin",complete specimen,,adult,"Coracias garrulus Linnaeus, 1758",species,not applicable,European Roller,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313197/stream"" target=""_url_details"">https://resolver.libis.be/FL17313197/stream</a>; <a href=""https://resolver.libis.be/FL17313198/stream"" target=""_url_details"">https://resolver.libis.be/FL17313198/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001232,KU Leuven,Museum of Zoology,28,1,"28<br/>Smelleken<br/>falco columbarius<br/>ad ♂<br/>Oud-Turnhout<br/>(F. Pas)<br/>Smelleken<br/>M Pas<br/>Smelleken<br/>oud mannetje<br/>Liereman","mounted: mounted skin",complete specimen,male,adult,"Falco columbarius Linnaeus, 1758",species,not applicable,Merlin,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Oud-Turnhout, De Liereman",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313209/stream"" target=""_url_details"">https://resolver.libis.be/FL17313209/stream</a>; <a href=""https://resolver.libis.be/FL17313210/stream"" target=""_url_details"">https://resolver.libis.be/FL17313210/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001233,KU Leuven,Museum of Zoology,26,1,"26<br/>Torenvalk<br/>falco tinnunculus<br/>ad ♂<br/>torenvalk<br/>M Pas<br/>Torenvalk<br/>mannetje","mounted: mounted skin",complete specimen,male,adult,"Falco tinnunculus Linnaeus, 1758",species,not applicable,Eurasian Kestrel,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313221/stream"" target=""_url_details"">https://resolver.libis.be/FL17313221/stream</a>; <a href=""https://resolver.libis.be/FL17313222/stream"" target=""_url_details"">https://resolver.libis.be/FL17313222/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001234,KU Leuven,Museum of Zoology,29,1,"29<br/>Smelleken<br/>falco columbarius<br/>ad ♀<br/>+ noordvink<br/>Smelleken<br/>wijfje<br/>volwassen","mounted: mounted skin",complete specimen,female,adult,"Falco columbarius Linnaeus, 1758",species,not applicable,Merlin,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313233/stream"" target=""_url_details"">https://resolver.libis.be/FL17313233/stream</a>; <a href=""https://resolver.libis.be/FL17313234/stream"" target=""_url_details"">https://resolver.libis.be/FL17313234/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001235,KU Leuven,Museum of Zoology,912,1,"912<br/>Gele Kwikstaart westeuropese vorm<br/>montacilla flava flava<br/>ad ♂<br/>lente<br/>13 gr","mounted: mounted skin",complete specimen,male,adult,"Motacilla flava flava Linnaeus, 1758",subspecies,not applicable,"Blue-headed Yellow Wagtail",,April 24 1956,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313245/stream"" target=""_url_details"">https://resolver.libis.be/FL17313245/stream</a>; <a href=""https://resolver.libis.be/FL17313246/stream"" target=""_url_details"">https://resolver.libis.be/FL17313246/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001236,KU Leuven,Museum of Zoology,751,1,"751<br/>Ortolaan<br/>emberiza hortulana<br/>ad ♂<br/>Ortolan<br/>♂<br/>Emberiza hortulana","mounted: mounted skin",complete specimen,male,adult,"Emberiza hortulana Linnaeus, 1758",species,not applicable,Ortolan Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313257/stream"" target=""_url_details"">https://resolver.libis.be/FL17313257/stream</a>; <a href=""https://resolver.libis.be/FL17313258/stream"" target=""_url_details"">https://resolver.libis.be/FL17313258/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001237,KU Leuven,Museum of Zoology,752,1,"752<br/>Ortolaan<br/>emberiza hortulana<br/>ad ♀<br/>Ortolan<br/>Emberiza hortulana","mounted: mounted skin",complete specimen,female,adult,"Emberiza hortulana Linnaeus, 1758",species,not applicable,Ortolan Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313269/stream"" target=""_url_details"">https://resolver.libis.be/FL17313269/stream</a>; <a href=""https://resolver.libis.be/FL17313270/stream"" target=""_url_details"">https://resolver.libis.be/FL17313270/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001238,KU Leuven,Museum of Zoology,264,1,"264<br/>Paapje<br/>saxicola rubetra<br/>ad ♀<br/>Wilrijk<br/>bruinkeeltapuit<br/>bruinkeeltapuit<br/>♀<br/>624","mounted: mounted skin",complete specimen,female,adult,"Saxicola rubetra (Linnaeus, 1758)",species,not applicable,Whinchat,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Antwerp, Antwerp, Wilrijk",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313281/stream"" target=""_url_details"">https://resolver.libis.be/FL17313281/stream</a>; <a href=""https://resolver.libis.be/FL17313282/stream"" target=""_url_details"">https://resolver.libis.be/FL17313282/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001239,KU Leuven,Museum of Zoology,1168,1,"1168<br/>Veldleeuwerik<br/>alauda arvensis<br/>ad ♂<br/>oktober<br/>Kasterlee<br/>M17N","mounted: mounted skin",complete specimen,male,adult,"Alauda arvensis Linnaeus, 1758",species,not applicable,Sky Lark,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Kasterlee",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313293/stream"" target=""_url_details"">https://resolver.libis.be/FL17313293/stream</a>; <a href=""https://resolver.libis.be/FL17313294/stream"" target=""_url_details"">https://resolver.libis.be/FL17313294/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001240,KU Leuven,Museum of Zoology,243,1,"243<br/>Grauwe gors<br/>emberiza calandra<br/>ad<br/>herfst<br/>Grauwe gors","mounted: mounted skin",complete specimen,,adult,"Emberiza calandra Linnaeus, 1758",species,not applicable,Corn Bunting,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313305/stream"" target=""_url_details"">https://resolver.libis.be/FL17313305/stream</a>; <a href=""https://resolver.libis.be/FL17313306/stream"" target=""_url_details"">https://resolver.libis.be/FL17313306/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001241,KU Leuven,Museum of Zoology,1071,1,"1071<br/>Kwartel<br/>coturnix coturnix<br/>ad ♀<br/>voorjaar","mounted: mounted skin",complete specimen,female,adult,"Coturnix coturnix (Linnaeus, 1758)",species,not applicable,Common Quail,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313317/stream"" target=""_url_details"">https://resolver.libis.be/FL17313317/stream</a>; <a href=""https://resolver.libis.be/FL17313318/stream"" target=""_url_details"">https://resolver.libis.be/FL17313318/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001242,KU Leuven,Museum of Zoology,1213,1,"1213<br/>Kwartelkoning<br/>crex crex<br/>juv<br/>herfst","mounted: mounted skin",complete specimen,,juvenile,"Crex crex (Linnaeus, 1758)",species,not applicable,Corn Crake,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313329/stream"" target=""_url_details"">https://resolver.libis.be/FL17313329/stream</a>; <a href=""https://resolver.libis.be/FL17313330/stream"" target=""_url_details"">https://resolver.libis.be/FL17313330/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001243,KU Leuven,Museum of Zoology,352,1,"352<br/>Kemphen<br/>philomachus pugnax<br/>ad ♀<br/>winterkleed<br/>Kemphen<br/>ad ♀<br/>winterkleed<br/>Em. WANGEN, PREPAREREN VAN ALLE VOGELS EN DIEREN, VETTEN VAN ALLE DIERENVELLEN, TEL. 53.62.54, TURNHOUTSEBAAN 344, WIJNEGEM","mounted: mounted skin",complete specimen,female,adult,"Calidris pugnax (Linnaeus, 1758)",species,not applicable,Ruff,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313341/stream"" target=""_url_details"">https://resolver.libis.be/FL17313341/stream</a>; <a href=""https://resolver.libis.be/FL17313342/stream"" target=""_url_details"">https://resolver.libis.be/FL17313342/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001244,KU Leuven,Museum of Zoology,960,1,"960<br/>Kramsvogel<br/>turdus pilaris<br/>ad.","mounted: mounted skin",complete specimen,,adult,"Turdus pilaris Linnaeus, 1758",species,not applicable,Fieldfare,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313353/stream"" target=""_url_details"">https://resolver.libis.be/FL17313353/stream</a>; <a href=""https://resolver.libis.be/FL17313354/stream"" target=""_url_details"">https://resolver.libis.be/FL17313354/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001245,KU Leuven,Museum of Zoology,837,1,"837<br/>Kemphaan<br/>philomachus pugnax<br/>ad ♂<br/>prachtkleed","mounted: mounted skin",complete specimen,male,adult,"Calidris pugnax (Linnaeus, 1758)",species,not applicable,Ruff,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313365/stream"" target=""_url_details"">https://resolver.libis.be/FL17313365/stream</a>; <a href=""https://resolver.libis.be/FL17313366/stream"" target=""_url_details"">https://resolver.libis.be/FL17313366/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001246,KU Leuven,Museum of Zoology,835,1,"835<br/>Kemphaan<br/>philomachus pugnax<br/>ad ♂<br/>prachtkleed","mounted: mounted skin",complete specimen,male,adult,"Calidris pugnax (Linnaeus, 1758)",species,not applicable,Ruff,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313377/stream"" target=""_url_details"">https://resolver.libis.be/FL17313377/stream</a>; <a href=""https://resolver.libis.be/FL17313378/stream"" target=""_url_details"">https://resolver.libis.be/FL17313378/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001247,KU Leuven,Museum of Zoology,127,1,"127<br/>Grutto<br/>limosa limosa<br/>ad<br/>♂<br/>Oud-Turnhout<br/>prachtkleed<br/>april","mounted: mounted skin",complete specimen,male,adult,"Limosa limosa (Linnaeus, 1758)",species,not applicable,"Black-tailed Godwit",,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Oud-Turnhout",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313389/stream"" target=""_url_details"">https://resolver.libis.be/FL17313389/stream</a>; <a href=""https://resolver.libis.be/FL17313390/stream"" target=""_url_details"">https://resolver.libis.be/FL17313390/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001248,KU Leuven,Museum of Zoology,102,1,"102<br/>Fazant<br/>phasianus colchius<br/>♂<br/>ad<br/>prachtkleed","mounted: mounted skin",complete specimen,male,adult,"Phasianus colchicus Linnaeus, 1758",species,not applicable,Common Pheasant,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313401/stream"" target=""_url_details"">https://resolver.libis.be/FL17313401/stream</a>; <a href=""https://resolver.libis.be/FL17313402/stream"" target=""_url_details"">https://resolver.libis.be/FL17313402/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001249,KU Leuven,Museum of Zoology,1042,1,"1042<br/>Roerdomp<br/>botaurus stellaris<br/>ad<br/>voorjaar","mounted: mounted skin",complete specimen,,adult,"Botaurus stellaris (Linnaeus, 1758)",species,not applicable,Eurasian Bittern,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313413/stream"" target=""_url_details"">https://resolver.libis.be/FL17313413/stream</a>; <a href=""https://resolver.libis.be/FL17313414/stream"" target=""_url_details"">https://resolver.libis.be/FL17313414/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001250,KU Leuven,Museum of Zoology,525,1,"525<br/>Grauwe Kiekendief<br/>circus pygargus<br/>ad<br/>♂<br/>Wiesenweihe<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,male,adult,"Circus pygargus (Linnaeus, 1758)",species,not applicable,"Montagu's Harrier",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313427/stream"" target=""_url_details"">https://resolver.libis.be/FL17313427/stream</a>; <a href=""https://resolver.libis.be/FL17313428/stream"" target=""_url_details"">https://resolver.libis.be/FL17313428/stream</a>; <a href=""https://resolver.libis.be/FL17313429/stream"" target=""_url_details"">https://resolver.libis.be/FL17313429/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001251,KU Leuven,Museum of Zoology,742,1,"742<br/>Velduil<br/>asio flammeus<br/>ad<br/>Sumpfohreule","mounted: mounted skin",complete specimen,,adult,"Asio flammeus (Pontoppidan, 1763)",species,not applicable,"Short-eared Owl",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313440/stream"" target=""_url_details"">https://resolver.libis.be/FL17313440/stream</a>; <a href=""https://resolver.libis.be/FL17313441/stream"" target=""_url_details"">https://resolver.libis.be/FL17313441/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001252,KU Leuven,Museum of Zoology,730,1,"730<br/>Roodpootvalk<br/>falco vespertinus<br/>ad<br/>♂<br/>Rotfußfalke<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.","mounted: mounted skin",complete specimen,male,adult,"Falco vespertinus Linnaeus, 1766",species,not applicable,"Red-footed Falcon",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313454/stream"" target=""_url_details"">https://resolver.libis.be/FL17313454/stream</a>; <a href=""https://resolver.libis.be/FL17313455/stream"" target=""_url_details"">https://resolver.libis.be/FL17313455/stream</a>; <a href=""https://resolver.libis.be/FL17313456/stream"" target=""_url_details"">https://resolver.libis.be/FL17313456/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001253,KU Leuven,Museum of Zoology,534,1,"534<br/>Grijze Wouw<br/>= Zwartvleugelwouw<br/>elanus caeruleus<br/>♂<br/>ad","mounted: mounted skin",complete specimen,male,adult,"Elanus caeruleus (Desfontaines, 1789)",species,not applicable,"Black-winged Kite",,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313467/stream"" target=""_url_details"">https://resolver.libis.be/FL17313467/stream</a>; <a href=""https://resolver.libis.be/FL17313468/stream"" target=""_url_details"">https://resolver.libis.be/FL17313468/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001254,KU Leuven,Museum of Zoology,1056,1,"1056<br/>Buizerd<br/>buteo buteo<br/>♂<br/>december<br/>Castelré (Nl)","mounted: mounted skin",complete specimen,male,undetermined,"Buteo buteo (Linnaeus, 1758)",species,not applicable,Common Buzzard,,,,,Europe,NL,"Netherlands (Kingdom of the)","North Brabant, Baarle-Nassau, Castelré",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313479/stream"" target=""_url_details"">https://resolver.libis.be/FL17313479/stream</a>; <a href=""https://resolver.libis.be/FL17313480/stream"" target=""_url_details"">https://resolver.libis.be/FL17313480/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001255,KU Leuven,Museum of Zoology,38,1,"38<br/>Blauwe Kiekendief<br/>circus cyaneus<br/>juv<br/>♂<br/>Rijkevorsel<br/>Somers!","mounted: mounted skin",complete specimen,male,juvenile,"Circus cyaneus (Linnaeus, 1766)",species,not applicable,Northern Harrier,,,,,Europe,BE,Belgium,"Flanders, Antwerp Province, Arrondissement of Turnhout, Rijkevorsel",,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313491/stream"" target=""_url_details"">https://resolver.libis.be/FL17313491/stream</a>; <a href=""https://resolver.libis.be/FL17313492/stream"" target=""_url_details"">https://resolver.libis.be/FL17313492/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001256,KU Leuven,Museum of Zoology,8,1,"8<br/>Rode Wouw<br/>ad.<br/>♂<br/>Duitsland","mounted: mounted skin",complete specimen,male,adult,"Milvus milvus (Linnaeus, 1758)",species,not applicable,Red Kite,,,,,Europe,DE,Germany,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313503/stream"" target=""_url_details"">https://resolver.libis.be/FL17313503/stream</a>; <a href=""https://resolver.libis.be/FL17313504/stream"" target=""_url_details"">https://resolver.libis.be/FL17313504/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001257,KU Leuven,Museum of Zoology,231,1,"231<br/>Pestvogel<br/>bombycilla garrulus<br/>ad.","mounted: mounted skin",complete specimen,,adult,"Bombycilla garrulus (Linnaeus, 1758)",species,not applicable,Bohemian Waxwing,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313515/stream"" target=""_url_details"">https://resolver.libis.be/FL17313515/stream</a>; <a href=""https://resolver.libis.be/FL17313516/stream"" target=""_url_details"">https://resolver.libis.be/FL17313516/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001258,KU Leuven,Museum of Zoology,805,1,"805<br/>Kleine Zwartkop<br/>sylvia melanocephala<br/>ad<br/>♂","mounted: mounted skin",complete specimen,male,adult,"Sylvia melanocephala (Gmelin, 1789)",species,not applicable,Sardinian Warbler,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313529/stream"" target=""_url_details"">https://resolver.libis.be/FL17313529/stream</a>; <a href=""https://resolver.libis.be/FL17313530/stream"" target=""_url_details"">https://resolver.libis.be/FL17313530/stream</a>; <a href=""https://resolver.libis.be/FL17313531/stream"" target=""_url_details"">https://resolver.libis.be/FL17313531/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001259,KU Leuven,Museum of Zoology,1160,1,"1160<br/>Huismus<br/>passer domesticus<br/>ad<br/>♂<br/>kleurafwijking","mounted: mounted skin",complete specimen,male,adult,"Passer domesticus (Linnaeus, 1758)",species,not applicable,House Sparrow,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313542/stream"" target=""_url_details"">https://resolver.libis.be/FL17313542/stream</a>; <a href=""https://resolver.libis.be/FL17313543/stream"" target=""_url_details"">https://resolver.libis.be/FL17313543/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
MUD001260,KU Leuven,Museum of Zoology,287,1,"287<br/>Pimpelmees<br/>parus caeruleus<br/>ad.","mounted: mounted skin",complete specimen,,adult,"Cyanistes caeruleus (Linnaeus, 1758)",species,not applicable,Blue Tit,,,,,unknown,,,,,,,donation,"Pas, Frans ",January 24 2020,"<a href=""https://resolver.libis.be/FL17313554/stream"" target=""_url_details"">https://resolver.libis.be/FL17313554/stream</a>; <a href=""https://resolver.libis.be/FL17313555/stream"" target=""_url_details"">https://resolver.libis.be/FL17313555/stream</a>",KU Leuven. Imaging Lab,"https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en"
